"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Bundesland";"Postleitzahl";"Ort";"Straße";"Hausnummer";"Gemarkung";"Flurstück";"Gemeindeschlüssel";"Koordinate: Breitengrad (WGS84)";"Koordinate: Längengrad (WGS84)";"Anzahl der Solar-Module";"Hauptausrichtung der Solar-Module";"Name des Windparks";"Nabenhöhe der Windenergieanlage";"Rotordurchmesser der Windenergieanlage";"Hersteller der Windenergieanlage";"Typenbezeichnung";"Hauptbrennstoff der Einheit";"Nutzbare Speicherkapazität in kWh";"Technologie der Stromerzeugung";"Lage der Einheit";"Letzte Aktualisierung";"Datum der endgültigen Stilllegung";"Datum der geplanten Inbetriebnahme";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Volleinspeisung oder Teileinspeisung";"MaStR-Nr. der Genehmigung";"Name des Anschluss-Netzbetreibers";"MaStR-Nr. des Anschluss-Netzbetreibers";"Netzbetreiberprüfung";"Spannungsebene";"MaStR-Nr. der Lokation";"MaStR-Nr. der EEG-Anlage";"EEG-Anlagenschlüssel";"Inbetriebnahmedatum der EEG-Anlage";"Zuschlagnummer (EEG/KWK-Ausschreibung)";"MaStR-Nr. der KWK-Anlage""Inbetriebnahmedatum der KWK-Anlage""Elektrische KWK-Leistung""Thermische Nutzleistung in kW"
"SEE958053018490";"15";"In Betrieb";"Wind";"1500";"1500";"30.7.2004";"2.12.2019";"Rheinland-Pfalz";"55777";"Berschweiler";"";"";"Berschweiler";"Flur5: 20/3";"07134008";"49,566967";"7,270361";"";"";"Freisener Höhe";"100";"77";"Südwind Borsig Energy GmbH";"S-77";"";"";"Horizontalläufer";"Windkraft an Land";"11.12.2019";"";"";"Windpark Saar GmbH & Co. Repower KG";"ABR958475037017";"Volleinspeisung";"";"energis-Netzgesellschaft mbH (SNB976379598847)";"SNB976379598847";"Geprüft";"Mittelspannung";"SEL964293773099";"EEG916733362905";"E3302101R1I4459000000000018202154";"30.7.2004";"";""""""""
"SEE993496965864";"16";"In Betrieb";"Wind";"1500";"1500";"16.7.2004";"2.12.2019";"Rheinland-Pfalz";"55777";"Berschweiler";"";"";"Berschweiler";"Flur5: 20/3";"07134008";"49,567417";"7,273982";"";"";"Freisener Höhe";"85";"77";"Südwind Borsig Energy GmbH";"S-77";"";"";"Horizontalläufer";"Windkraft an Land";"2.12.2019";"";"";"Windpark Saar GmbH & Co. Repower KG";"ABR958475037017";"Volleinspeisung";"";"energis-Netzgesellschaft mbH (SNB976379598847)";"SNB976379598847";"Geprüft";"Mittelspannung";"SEL964293773099";"EEG971449945392";"E3302101R1I4459000000000018202153";"16.7.2004";"";""""""""
"SEE904180992486";"S70026/Norath";"In Betrieb";"Wind";"1500";"1500";"20.6.2001";"2.12.2019";"Rheinland-Pfalz";"56291";"Leiningen";"";"";"Norath";"6/7";"07140084";"50,130569";"7,587522";"";"";"Norath";"60";"70";"Südwind Borsig Energy GmbH";"70026";"";"";"Horizontalläufer";"Windkraft an Land";"13.6.2021";"";"";"natürliche Person (ABR951784057011)";"ABR951784057011";"Teileinspeisung";"";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL912567230939";"EEG948451811847";"E31238010000000000000036444501321";"20.6.2001";"";""""""""
"SEE956414490114";"NX70367 - LWE1";"In Betrieb";"Wind";"1500";"1500";"31.3.2006";"2.12.2019";"Rheinland-Pfalz";"55768";"Hoppstädten-Weiersbach";"";"";"Weiersbach";"Flur 7, Flurstück 9";"07134042";"49,596053";"7,202344";"";"";"Windpark Weiersbach";"100";"77";"Nordex SE";"S77";"";"";"Horizontalläufer";"Windkraft an Land";"26.5.2020";"";"";"WEAG Power GmbH & Co. KG";"ABR990613364005";"Volleinspeisung";"SGE955378502512";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Umspannebene Hochspannung/Mittelspannung";"SEL983726299425";"EEG915482055434";"E31280100000000000000000251322857";"31.3.2006";"";""""""""
"SEE960389022072";"GE15541456 - LW2";"In Betrieb";"Wind";"1500";"1500";"2.12.2003";"2.12.2019";"Rheinland-Pfalz";"55768";"Hoppstädten-Weiersbach";"";"";"Weiersbach";"Flur 7, Flurstück 32";"07134042";"49,596521";"7,21032";"";"";"Windpark Weiersbach";"85";"77";"GE Wind Energy GmbH";"GE1.5sl";"";"";"Horizontalläufer";"Windkraft an Land";"26.5.2020";"";"";"Windkraft Kirf Weiersbach GmbH & Co. KG";"ABR905962640366";"Volleinspeisung";"SGE918005317453";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Umspannebene Hochspannung/Mittelspannung";"SEL983726299425";"EEG981685150573";"E31280100000000000000000251301553";"2.12.2003";"";""""""""
"SEE932106539231";"Acht, Neun und Zehn";"In Betrieb";"Wind";"2000";"2000";"19.8.2010";"4.12.2019";"Rheinland-Pfalz";"54320";"Waldrach";"";"";"Waldrach";"3 112, 113";"07235141";"49,749601";"6,775268";"";"";"Zweite Waldrach";"138,38";"82";"ENERCON GmbH";"E 82";"";"";"Horizontalläufer";"Windkraft an Land";"10.1.2022";"";"";"ZWEITE Invest-Wind Waldrach GmbH & Co. KG";"ABR932993160914";"Volleinspeisung";"SGE914506406146";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL991943473474";"EEG969594156534";"E31238010000000000000012637880079";"19.8.2010";"";""""""""
"SEE999943829413";"41237";"In Betrieb";"Wind";"500";"500";"22.4.1998";"2.12.2019";"Rheinland-Pfalz";"54595";"Weinsheim";"";"";"Weinsheim";"Flur 19 Flurstück 3/2";"07232226";"50,1323";"6,2729";"";"";"Weinsheim";"65";"40,3";"ENERCON GmbH";"Enercon-40";"";"";"Horizontalläufer";"Windkraft an Land";"26.2.2021";"";"";"DAUWE Windenergie";"ABR964373798714";"Volleinspeisung";"";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"In Prüfung";"Mittelspannung";"SEL989166711299";"EEG931785831834";"E31238010000030212000000318518850";"22.4.1998";"";""""""""
"SEE982262784532";"41236";"In Betrieb";"Wind";"500";"500";"23.4.1998";"2.12.2019";"Rheinland-Pfalz";"54595";"Weinsheim";"";"";"Weinsheim";"Flur 19 Flurstück 8";"07232226";"50,1329";"6,2743";"";"";"Weinsheim";"65";"40,3";"ENERCON GmbH";"Enercon-40";"";"";"Horizontalläufer";"Windkraft an Land";"26.2.2021";"";"";"DAUWE Windenergie";"ABR964373798714";"Volleinspeisung";"";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"In Prüfung";"Mittelspannung";"SEL938026723521";"EEG968563564110";"E31238010000030212000000318501209";"23.4.1998";"";""""""""
"SEE986914554450";"Heuchelheim";"In Betrieb";"Wind";"2000";"2000";"30.12.2004";"3.12.2019";"Rheinland-Pfalz";"67259";"Heuchelheim";"";"";"Heuchelheim";"In der Langgewann, Flurstück 2005";"07338013";"49,586441";"8,284324";"";"";"Heuchelheim";"98";"70";"ENERCON GmbH";"Enercon E-70 E4";"";"";"Horizontalläufer";"Windkraft an Land";"10.8.2020";"";"";"Klepzig & Co Windstrom Heuchelheim KG";"ABR956818438668";"Volleinspeisung";"";"Pfalzwerke Netz AG (SNB961471621746)";"SNB961471621746";"Geprüft";"Umspannebene Hochspannung/Mittelspannung";"SEL971869764085";"EEG936130737434";"E30254011000000000005231616306700";"30.12.2004";"";""""""""
"SEE918968732089";"Windpark Oberndorf II";"In Betrieb";"Wind";"2780";"2780";"11.1.2016";"3.12.2019";"Rheinland-Pfalz";"67808";"Bayerfeld-Steckweiler";"";"";"Bayerfeld-Steckweiler";"Flur983/1, Flur993/3, Flur995, Flur1002";"07333004";"49,704381";"7,838146";"";"";"Windpark Oberndorf II";"139";"120";"GE Renewable Germany GmbH";"GE 2.75-120";"";"";"Horizontalläufer";"Windkraft an Land";"28.6.2021";"";"";"Naturenergie Rockenhauser Land GmbH";"ABR915582175049";"Volleinspeisung";"SGE937924290241";"Pfalzwerke Netz AG (SNB961471621746)";"SNB961471621746";"Geprüft";"Mittelspannung";"SEL911785769078";"EEG926205538844";"E3025401WEA0004100033800000013569";"11.1.2016";"";""""""""
"SEE928078701769";"NX-81760";"In Betrieb";"Wind";"2500";"2500";"28.6.2011";"3.12.2019";"Rheinland-Pfalz";"56745";"Weibern";"";"";"Weibern";"Flur5: 143/1, 144, 145, 146";"07131211";"50,408029";"7,170577";"";"";"WP Weibern";"100";"90";"Nordex Energy GmbH";"N90/2500 LS";"";"";"Horizontalläufer";"Windkraft an Land";"27.10.2021";"";"";"Maibara Mobiliengesellschaft mbH & Co. KG";"ABR938817943503";"Volleinspeisung";"SGE969022857798";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL956235007591";"EEG971619075515";"E31238010000000000000015403445487";"28.6.2011";"";""""""""
"SEE908977535832";"NX-81761";"In Betrieb";"Wind";"2500";"2500";"28.6.2011";"3.12.2019";"Rheinland-Pfalz";"56745";"Weibern";"";"";"Rieden";"Flur17: 29, 30, 31";"07131211";"50,398376";"7,159579";"";"";"WP Weibern";"100";"90";"Nordex Energy GmbH";"N90/2500 LS";"";"";"Horizontalläufer";"Windkraft an Land";"27.10.2021";"";"";"Maibara Mobiliengesellschaft mbH & Co. KG";"ABR938817943503";"Volleinspeisung";"SGE961941198525";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL956235007591";"EEG981568867475";"E31238010000000000000015403446541";"28.6.2011";"";""""""""
"SEE991966124506";"Cond Kehrig WKA 1";"In Betrieb";"Wind";"2780";"2780";"17.6.2016";"28.1.2021";"Rheinland-Pfalz";"56727";"Mayen";"";"";"Monreal";"16 7/6";"07137025";"50,29558";"7,20289";"";"";"Cond Kehrig WKA 1";"139";"120";"GE Wind Energy GmbH";"GE 2.75-120";"";"";"Horizontalläufer";"Windkraft an Land";"13.12.2021";"";"";"Windpark Cond 1 GmbH & Co. KG";"ABR909485512100";"Volleinspeisung";"";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Umspannebene Hochspannung/Mittelspannung";"SEL947018953952";"EEG960806703102";"";"17.6.2016";"";""""""""
"SEE974832827237";"Acht, Neun und Zehn";"In Betrieb";"Wind";"2300";"2300";"3.2.2012";"4.12.2019";"Rheinland-Pfalz";"54320";"Waldrach";"";"";"Waldrach";"Flur 2 Nr 195 und 196";"07235141";"49,753127";"6,77201";"";"";"Zweite Waldrach";"138,38";"82";"ENERCON GmbH";"E-82 2,3 MW";"";"";"Horizontalläufer";"Windkraft an Land";"10.1.2022";"";"";"ZWEITE Invest-Wind Waldrach GmbH & Co. KG";"ABR932993160914";"Volleinspeisung";"SGE905173887819";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL991943473474";"EEG926253064777";"E31238010000000000000012637822953";"3.2.2012";"";""""""""
"SEE908625514516";"Arz WE01";"In Betrieb";"Wind";"2000";"2000";"8.5.2008";"6.12.2019";"Rheinland-Pfalz";"54687";"Arzfeld";"Dreis";"";"";"";"07232201";"50,11384";"6,325267";"";"";"EEG Energiefonds II GmbH&CoKG";"113,5";"71";"ENERCON GmbH";"E70";"";"";"Horizontalläufer";"Windkraft an Land";"9.12.2019";"";"";"EEG Energiefonds II GmbH&CoKG";"ABR981795197406";"Volleinspeisung";"";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL921020819932";"EEG998924865471";"E31238010000000000000004616542072";"8.5.2008";"";""""""""
"SEE907492248692";"Acht, Neun und Zehn";"In Betrieb";"Wind";"2300";"2300";"2.4.2012";"6.12.2019";"Rheinland-Pfalz";"54320";"Waldrach";"";"";"Waldrach";"Flur 2: Flurstück 172/2, 174, 175";"07235141";"49,752933";"6,766932";"";"";"Zweite Waldrach";"138,38";"82";"ENERCON GmbH";"E-82 2,3 MW";"";"";"Horizontalläufer";"Windkraft an Land";"10.1.2022";"";"";"ZWEITE Invest-Wind Waldrach GmbH & Co. KG";"ABR932993160914";"Volleinspeisung";"SGE943690848166";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL991943473474";"EEG991727131859";"E31238010000000000000012637822952";"2.4.2012";"";""""""""
"SEE902481382388";"Windrad S2";"In Betrieb";"Wind";"1";"1";"6.2.2017";"6.12.2019";"Rheinland-Pfalz";"56073";"Koblenz";"";"";"";"";"07111000";"";"";"";"";"Windrad S2";"";"1,5";"SkyWind GmbH";"Mikrowindkraftsystem";"";"";"Vertikalläufer";"Windkraft an Land";"18.2.2020";"";"";"Jens J. Ternes";"ABR939927743335";"Volleinspeisung";"SGE920422064780";"Energienetze Mittelrhein GmbH &amp; Co. KG (SNB980055629275)";"SNB980055629275";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL901345603980";"EEG950996911296";"";"6.2.2017";"";""""""""
"SEE975343214073";"Windkraftwerk Meckel-Gilzem Turm 1";"In Betrieb";"Wind";"1500";"1500";"31.12.2005";"6.12.2019";"Rheinland-Pfalz";"54636";"Meckel";"";"";"Meckel";"Flur 7, Flurstück 72";"07232077";"49,878675";"6,522047";"";"";"Windkraftwerk Meckel-Gilzem";"";"77";"REpower Systems SE";"MD77";"";"";"Vertikalläufer";"Windkraft an Land";"18.3.2021";"";"";"Windkraftwerk Meckel/Gilzem GmbH & Co. KG";"ABR996515508547";"Volleinspeisung";"";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL964263055897";"EEG989845966576";"E31238010000000000000069475809395";"31.12.2005";"";""""""""
"SEE911254264226";"Arz  WE2";"In Betrieb";"Wind";"2000";"2000";"7.5.2008";"6.12.2019";"Rheinland-Pfalz";"54687";"Arzfeld";"Dreis";"";"";"";"07232201";"50,113337";"6,31222";"";"";"EEG II GmbH&CoKG";"113,5";"71";"ENERCON GmbH";"E70";"";"";"Horizontalläufer";"Windkraft an Land";"18.9.2020";"";"";"EEG Energiefonds II GmbH&CoKG";"ABR981795197406";"Volleinspeisung";"";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL921020819932";"EEG989278324981";"E31238010000000000000004616514668";"7.5.2008";"";""""""""
"SEE941846515788";"Libo WE02";"In Betrieb";"Wind";"2300";"2300";"26.4.2017";"6.12.2019";"Rheinland-Pfalz";"54619";"Lichtenborn";"";"";"Lichtenborn";"Flur 5, Flurst. 86/50";"07232201";"50,114717";"6,315638";"";"";"EEG II GmbH&CoKG";"138";"82";"ENERCON GmbH";"E82";"";"";"Horizontalläufer";"Windkraft an Land";"26.1.2021";"";"";"EEG Energiefonds II GmbH&CoKG";"ABR981795197406";"Volleinspeisung";"";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL921020819932";"EEG909402843362";"E3123801W000000000000461651219968";"26.4.2017";"";""""""""
"SEE921044745316";"MKM WE Libo 01";"In Betrieb";"Wind";"2350";"2350";"28.6.2017";"6.12.2019";"Rheinland-Pfalz";"54619";"Lichtenborn";"";"";"Flur 5,Flurst.283/31+284/31+34/4+39/5";"Flur 5,Flurst.283/31+284/31+34/4+39/5";"07232201";"50,114205";"6,308431";"";"";"EEG Energiefond  II GmbH&CoKG";"138,38";"92";"ENERCON GmbH";"E92";"";"";"Horizontalläufer";"Windkraft an Land";"26.1.2021";"";"";"EEG Energiefonds II GmbH&CoKG";"ABR981795197406";"Volleinspeisung";"";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL921020819932";"EEG905708106804";"";"28.6.2017";"";""""""""
"SEE921070297308";"Windkraftwerk Meckel-Gilzem Turm 2";"In Betrieb";"Wind";"1500";"1500";"30.12.2005";"18.12.2019";"Rheinland-Pfalz";"54298";"Gilzem";"";"";"Gilzem";"Flur 7, FS 5/4";"07232065";"49,866194";"6,534683";"";"";"Windkraftwerk Meckel-Gilzem";"";"77";"REpower Systems SE";"MD77";"";"";"Vertikalläufer";"Windkraft an Land";"1.4.2021";"";"";"Windkraftwerk Meckel/Gilzem GmbH & Co. KG";"ABR996515508547";"Volleinspeisung";"";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"In Prüfung";"Mittelspannung";"SEL971129568019";"EEG919665505051";"E31238010000000000000069475821480";"30.12.2005";"";""""""""
"SEE910841271326";"WKA 1";"In Betrieb";"Wind";"500";"500";"19.6.1997";"6.12.2019";"Rheinland-Pfalz";"56759";"Eppenberg";"";"";"Eppenberg";"4  15 + 16";"07135026";"50,24278";"7,068274";"";"";"Windpark  606";"65";"40";"ENERCON GmbH";"E 40";"";"";"Horizontalläufer";"Windkraft an Land";"6.12.2019";"";"";"natürliche Person (ABR960214734996)";"ABR960214734996";"Volleinspeisung";"";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung; Mittelspannung";"SEL962645732626";"EEG923642224255";"E31238010000050311000000250509150";"19.6.1997";"";""""""""
"SEE961445530913";"WKA 2";"In Betrieb";"Wind";"500";"500";"19.6.1997";"6.12.2019";"Rheinland-Pfalz";"56759";"Eppenberg";"";"";"Eppenberg";"4  15 + 16";"07135026";"50,24278";"7,068274";"";"";"Windpark 606";"65";"40";"ENERCON GmbH";"E 40";"";"";"Horizontalläufer";"Windkraft an Land";"9.12.2019";"";"";"natürliche Person (ABR960214734996)";"ABR960214734996";"Volleinspeisung";"";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung; Mittelspannung";"SEL962645732626";"EEG944545998937";"E31238010000050311000000250518050";"19.6.1997";"";""""""""
"SEE927250582479";"E 53";"In Betrieb";"Wind";"800";"800";"17.5.2013";"9.12.2019";"Rheinland-Pfalz";"56761";"Eulgem";"";"";"Eulgem";"Flur 5 Flurst. 331/8 und 331/5";"07135028";"50,234606";"7,16902";"";"";"Windpark eulgem-Kaisersesch";"73,3";"53";"ENERCON GmbH";"E 53";"";"";"Horizontalläufer";"Windkraft an Land";"9.12.2019";"";"";"BRE Bost Regenerative Energien GmbH & Co.KG";"ABR921748690608";"Volleinspeisung";"SGE963088444503";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL902716523173";"EEG989946540187";"E31238010000000000000029185206103";"17.5.2013";"";""""""""
"SEE963914029577";"WKA 1";"In Betrieb";"Wind";"600";"600";"4.10.2002";"9.12.2019";"Rheinland-Pfalz";"54320";"Waldrach";"";"";"Waldrach";"Flur 2: Flurstück 176,177";"07235141";"49,751857";"6,766582";"";"";"Invest-Wind Waldrach";"78";"44";"ENERCON GmbH";"E - 44";"";"";"Horizontalläufer";"Windkraft an Land";"10.1.2022";"";"";"Invest-Wind Ruwertal-Hochwald GmbH &Co. KG";"ABR973842301058";"Volleinspeisung";"";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL906544666736";"EEG904764762757";"E31238010000010170000002744400397";"4.10.2002";"";""""""""
"SEE989057523987";"WKA 2";"In Betrieb";"Wind";"600";"600";"2.10.2002";"10.12.2019";"Rheinland-Pfalz";"54320";"Waldrach";"";"";"Waldrach";"Flur 2: Flurstück 203";"07235141";"49,753983";"6,769904";"";"";"Invest-Wind Waldrach";"78";"44";"ENERCON GmbH";"E - 44";"";"";"Horizontalläufer";"Windkraft an Land";"11.1.2022";"";"";"Invest-Wind Ruwertal-Hochwald GmbH &Co. KG";"ABR973842301058";"Volleinspeisung";"";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL906544666736";"EEG934804048428";"E31238010000010170000002744418233";"2.10.2002";"";""""""""
"SEE957121151725";"WWG 01";"In Betrieb";"Wind";"2530";"2530";"30.7.2014";"10.12.2019";"Rheinland-Pfalz";"67598";"Gundersheim";"";"";"Gundersheim";"23:  57, 58.";"07331024";"49,68074";"8,193639";"";"";"WWG";"139";"120";"GE Wind Energy GmbH";"GE 2,5-120";"";"";"Horizontalläufer";"Windkraft an Land";"11.1.2021";"";"";"Windfarm Wonnegau Infra GmbH & Co.KG";"ABR986461325329";"Volleinspeisung";"SGE981574537133";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung";"SEL975442582851";"EEG924985041516";"E31238010000000000000036721395991";"30.7.2014";"";""""""""
"SEE943246490719";"WKA 3";"In Betrieb";"Wind";"600";"600";"1.10.2002";"10.12.2019";"Rheinland-Pfalz";"54320";"Waldrach";"";"";"Waldrach";"Flur 2: Flurstück 195";"07235141";"49,752332";"6,770849";"";"";"Invest-Wind Waldrach";"78";"44";"ENERCON GmbH";"E - 44";"";"";"Horizontalläufer";"Windkraft an Land";"11.1.2022";"";"";"Invest-Wind Ruwertal-Hochwald GmbH &Co. KG";"ABR973842301058";"Volleinspeisung";"";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL906544666736";"EEG910650263451";"E31238010000010170000002744418234";"1.10.2002";"";""""""""
"SEE985897943220";"WKA 4";"In Betrieb";"Wind";"600";"600";"17.10.2002";"10.12.2019";"Rheinland-Pfalz";"54320";"Waldrach";"";"";"Waldrach";"Flur 3: 102,103";"07235141";"49,748192";"6,776861";"";"";"Invest-Wind Waldrach";"78";"44";"ENERCON GmbH";"E - 44";"";"";"Horizontalläufer";"Windkraft an Land";"21.12.2021";"";"";"Invest-Wind Ruwertal-Hochwald GmbH &Co. KG";"ABR973842301058";"Volleinspeisung";"";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL907403396054";"EEG961302264685";"E31238010000000000000045112601194";"17.10.2002";"";""""""""
"SEE918252082012";"WKA 5";"In Betrieb";"Wind";"600";"600";"18.10.2002";"10.12.2019";"Rheinland-Pfalz";"54320";"Waldrach";"";"";"Waldrach";"Flur 3: Flurstück 85";"07235141";"49,744992";"6,779782";"";"";"Invest-Wind Waldrach";"78";"44";"ENERCON GmbH";"E - 44";"";"";"Horizontalläufer";"Windkraft an Land";"10.1.2022";"";"";"Invest-Wind Ruwertal-Hochwald GmbH &Co. KG";"ABR973842301058";"Volleinspeisung";"";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"In Prüfung";"Mittelspannung";"SEL971424487473";"EEG988047846532";"E31238010000000000000045112614240";"18.10.2002";"";""""""""
"SEE938087880898";"WKA 6";"In Betrieb";"Wind";"600";"600";"14.10.2002";"10.12.2019";"Rheinland-Pfalz";"54320";"Waldrach";"";"";"Waldrach";"Flur 4: Flurstück 35";"07235141";"49,74329";"6,783441";"";"";"Invest-Wind Waldrach";"78";"44";"ENERCON GmbH";"E - 44";"";"";"Horizontalläufer";"Windkraft an Land";"10.1.2022";"";"";"Invest-Wind Ruwertal-Hochwald GmbH &Co. KG";"ABR973842301058";"Volleinspeisung";"";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL907403396054";"EEG939681321725";"E31238010000000000000045112618243";"14.10.2002";"";""""""""
"SEE912844328694";"WWG 02";"In Betrieb";"Wind";"2530";"2530";"28.7.2014";"10.12.2019";"Rheinland-Pfalz";"67598";"Gundersheim";"";"";"Gundersheim";"23:  83/1, 86/1.";"07331024";"49,68085";"8,200499";"";"";"WWG";"139";"120";"GE Wind Energy GmbH";"GE2,5-120";"";"";"Horizontalläufer";"Windkraft an Land";"29.1.2021";"";"";"Windfarm Wonnegau Infra GmbH & Co.KG";"ABR986461325329";"Volleinspeisung";"SGE981574537133";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung";"SEL975442582851";"EEG956667068764";"E31238010000000000000036721381801";"28.7.2014";"";""""""""
"SEE967473214351";"WWG 03";"In Betrieb";"Wind";"2530";"2530";"9.7.2014";"10.12.2019";"Rheinland-Pfalz";"67593";"Bermersheim";"";"";"Bermersheim";"2: 79.";"07331009";"49,680316";"8,206468";"";"";"WWG";"139";"120";"GE Wind Energy GmbH";"GE 2,5-120";"";"";"Horizontalläufer";"Windkraft an Land";"9.2.2021";"";"";"Windfarm Wonnegau Infra GmbH & Co.KG";"ABR986461325329";"Volleinspeisung";"SGE915151304450";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung";"SEL975442582851";"EEG950420683720";"E31238010000000000000036721395990";"9.7.2014";"";""""""""
"SEE924565990654";"WWG 04";"In Betrieb";"Wind";"2530";"2530";"21.7.2014";"10.12.2019";"Rheinland-Pfalz";"67598";"Gundersheim";"";"";"Gundersheim";"25 37/1 und 38";"07331024";"49,677332";"8,19382";"";"";"WWG";"139";"120";"GE Wind Energy GmbH";"GE 2,5-120";"";"";"Horizontalläufer";"Windkraft an Land";"27.7.2021";"";"";"Windfarm Wonnegau Infra GmbH & Co.KG";"ABR986461325329";"Volleinspeisung";"SGE917523421949";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung";"SEL975442582851";"EEG921487591556";"E31238010000000000000036721394753";"21.7.2014";"";""""""""
"SEE984740153588";"WWG 05";"In Betrieb";"Wind";"2530";"2530";"21.7.2014";"10.12.2019";"Rheinland-Pfalz";"67598";"Gundersheim";"";"";"Gundersheim";"24:  43/2, 45/1.";"07331024";"49,676658";"8,199043";"";"";"WWG";"139";"120";"GE Wind Energy GmbH";"GE 2,5-120";"";"";"Horizontalläufer";"Windkraft an Land";"29.1.2021";"";"";"Windfarm Wonnegau Infra GmbH & Co.KG";"ABR986461325329";"Volleinspeisung";"SGE936716273387";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung";"SEL975442582851";"EEG939786314356";"E31238010000000000000036721394754";"21.7.2014";"";""""""""
"SEE981576173797";"WWG 06";"In Betrieb";"Wind";"2530";"2530";"15.7.2014";"10.12.2019";"Rheinland-Pfalz";"67593";"Bermersheim";"";"";"Bermersheim";"2:  60, 61.";"07331009";"49,677269";"8,206754";"";"";"WWG";"139";"120";"GE Wind Energy GmbH";"GE 2,5-120";"";"";"Horizontalläufer";"Windkraft an Land";"9.2.2021";"";"";"Windfarm Wonnegau Infra GmbH & Co.KG";"ABR986461325329";"Volleinspeisung";"SGE969093903783";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung";"SEL975442582851";"EEG943194598499";"E31238010000000000000036721395992";"15.7.2014";"";""""""""
"SEE911861615589";"Kalenborn-Scheuern";"In Betrieb";"Wind";"800";"800";"19.1.2009";"12.12.2019";"Rheinland-Pfalz";"54570";"Kalenborn-Scheuern";"Alscheid";"901 Z";"";"";"07233036";"50,266316";"6,598163";"";"";"Kalenborn-Scheuern";"73";"53";"ENERCON GmbH";"E 53";"";"";"Horizontalläufer";"Windkraft an Land";"12.12.2019";"";"";"natürliche Person (ABR993148666965)";"ABR993148666965";"Volleinspeisung";"";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL941741536055";"EEG979163660683";"E31238010000000000000006535245179";"19.1.2009";"";""""""""
